item_id	i_category	r_complement	r_substitute
8081	28	[5594, 3752, 5800, 8577, 10081, 8005, 8844, 6561, 9007, 9641, 7459, 8450, 7045, 9559, 6858, 6311, 4532, 8754, 5051, 7981, 9484, 9595, 10302, 7504, 9725, 10287, 4537, 10030, 8638, 9479, 8661, 7914, 8049, 10479, 4553, 10014, 8655, 9705, 9121, 6590, 6582, 6940, 9066, 7801, 6905, 7132, 6764, 7533, 8390, 7108, 8211, 5796, 8632, 8089, 9200, 7328, 7438, 9351, 5108, 9415, 7168, 7980, 5182, 6741, 9748, 9726, 3769, 6413]	[]
8084	28	[]	[7156, 8744, 6191, 8345, 10011, 9861, 7264, 6888, 10476, 10354, 8342, 10143, 6513, 6757, 6659, 8610, 5299, 6896, 9296, 5165, 8603, 8686, 9190, 9547, 10188, 8116, 10477, 9616, 9860, 8595, 10475, 10665, 9551, 7637, 8743]
8085	68	[8549, 2884, 7380, 8893, 2132, 4093, 7896, 1662, 9137, 440, 2355, 1904, 5821, 3402, 5763, 7049, 7151, 6937, 7902, 3212, 6733, 8547, 9510, 4213, 6821, 3868, 6298, 1393, 6575, 8018, 8113, 538, 10221, 4884, 2803, 10312, 6878, 2955, 323, 6197, 9791, 8548, 6824, 5494, 4286, 8866, 9778, 3855, 10309, 5897, 10308, 8865, 6593, 8123, 5469, 6597, 5998, 4095, 10639, 3857, 7873, 4170, 1483, 9580]	[]
8086	28	[7156, 10611, 7604, 5943, 10527, 9561, 10011, 8737, 9825, 9009, 9463, 6945, 9826, 6293, 10273, 9807, 8591, 10363, 3858, 8610, 9330, 9462, 8110, 9331, 6949, 8596, 7884, 8575, 10408, 3506, 9829, 5439, 7641, 10227, 8686, 10057, 8302, 9811, 7603, 10034, 9547, 8626, 9830, 9062, 9582, 10477, 10533, 7927, 10366, 10367, 7583, 10415, 9581, 9839, 8444, 7607, 9356, 7666, 9669, 9061, 7728]	[]
8087	28	[8189, 7360, 4942, 7886, 8898, 9776, 6052, 10186, 5941, 7392, 8218, 8348, 6457, 8709, 9775, 6242, 7279, 7921, 5947, 8346, 7736, 8041, 5473, 7297, 8349, 5238, 7737, 9400, 7254, 7129, 7758, 8974, 5288, 6215, 9343, 8062, 7288, 7923, 9387, 9856, 7047, 8962, 7092, 8952, 8975, 6373, 7138, 9984, 7343, 9184, 8685, 4925, 6456, 9171, 7846, 10320]	[]
8088	0	[7881, 9907, 10524]	[]
8089	71	[7781, 6913, 7751, 7606, 6847, 8815, 6849, 8158, 8577, 6864, 8664, 9424, 10482, 8450, 8197, 8354, 9032, 7726, 6853, 8793, 8858, 8656, 8724, 6902, 9595, 8440, 8576, 8303, 9725, 2917, 8721, 10287, 5798, 9479, 9768, 6917, 8049, 8491, 9761, 8429, 8655, 9497, 6841, 8890, 10484, 6590, 8441, 7914, 9200, 7750, 10446, 10116, 7328, 8830, 6912, 8432, 8503, 9036, 7980, 8665, 9472, 9010, 9726]	[]
8090	43	[9803, 9371, 9467, 9707, 8374, 9949, 9729, 9378, 9250, 9377, 9576, 9584, 9397, 9882, 10000, 9699, 9319, 9689, 8046, 9883, 9633, 9464, 9049, 9918, 9792]	[]
8091	28	[6430, 4898, 3686, 5159, 897, 7020, 2093, 156, 4582, 1797, 3706, 165, 993, 3434, 5128, 142, 2195, 5512, 7125, 1274, 2841, 295, 1092, 4545, 8950, 6019, 4605, 5246, 6581, 164, 4190]	[]
8092	28	[5269, 8152, 4679, 10249, 9361, 7492, 7699, 8881, 7574, 7264, 5424, 6945, 8526, 9538, 5391, 8612, 5435, 8610, 3955, 8617, 7074, 6241, 8625, 5985, 9360, 6566, 10013, 5070, 8196, 8686, 6889, 4940, 9352, 9404, 9805, 7957, 9811, 4543, 5641, 9029, 8388, 7821, 9547, 10079, 8245, 9440, 7206, 7602, 10410, 4116, 8231, 9095, 8692, 8627, 6709, 9204, 8616, 6899, 8701, 8597, 9408, 8444, 4577, 7209, 10256, 9550, 9669, 8585]	[]
8093	28	[7851, 5036, 6103, 7664, 10104, 9007, 10136, 9606, 7901, 7453, 9365, 7300, 8792, 9363, 8320, 5035, 5913, 7393, 8833, 4419, 6357, 9369, 4650, 7619, 7109, 4774, 8445, 8637, 7717, 6628, 7275, 7670, 3834, 6625, 9084, 8164, 8233, 8301, 8999, 7409, 8632, 7438, 7621, 5836, 9054, 7168, 9283, 6398, 4261, 7990, 5773, 8659, 8154, 8859, 6039, 8065, 4658, 7595, 7253, 8284, 7335, 5579, 9705, 6157, 4551, 8749, 8895, 6650, 5844, 8005, 5147, 8797, 6854, 8342, 6907, 7459, 7589, 7385, 7633, 7981, 9484, 5101, 5461, 7232, 5711, 8926, 10014, 6764, 8187, 5463, 5462, 4358, 8061, 6079]	[]
8094	19	[]	[5924, 9361, 9767, 9794, 6844, 8248, 10620, 4188, 7153, 10375, 8618, 10643, 7819, 8069, 6885, 7820, 9790, 6958, 9781, 8493, 10549, 10519, 9909, 9793]
8096	1	[6780, 3937, 7542, 5650, 8234, 7151, 8527, 5946, 7626, 7840, 6818, 7873, 5086, 8095]	[]
8095	1	[8096, 7542, 5650, 8234, 8527, 7873]	[]
8097	70	[2433, 2436, 6998, 1726, 2883, 3693, 2554, 484, 1352, 37, 4918, 2018, 1005, 3870, 1791, 6591, 5873, 1343, 2978, 7594, 2125, 1344, 1585, 3186, 2808, 2338, 8033, 6294, 2742, 2428, 8071, 1360, 1820, 1445, 8630, 3767, 5925, 3507]	[]
8098	1	[2919, 8258, 9723, 10165, 9849, 9167, 10493, 9850, 10615, 8099, 10627, 9956, 9998, 10645, 10175, 9736, 7793, 5490, 8679, 8484, 4910, 9763]	[]
8099	1	[10044, 7050, 9384, 10165, 9849, 9167, 8757, 10052, 5115, 6160, 9850, 9469, 6488, 9998, 10175, 8714, 7116, 10486, 7793, 8679, 8098]	[]
8100	1	[7371, 5018, 9980, 4746, 9095, 9667, 9620, 8947, 8588, 7111, 7928, 9006]	[]
8101	16	[7761, 7877, 7878, 9539, 8887, 7446, 7894, 8052, 10002, 9962, 6993, 10202, 9238, 9724, 10167, 7404, 8130, 8426, 10636, 7876, 9327, 9612, 8993, 9963, 9350, 7270, 7943, 7899, 9964, 9991, 9110, 9250, 8409, 9144, 9063, 8338, 9421, 9329, 8462, 9996, 7941, 9822, 9145, 8359, 8862, 7649, 10092, 7890, 10149, 7875, 7077, 7565, 9138, 8738, 7144, 7445, 10156]	[]
8102	28	[8317, 9001, 9374, 7720, 7716, 7246, 9307, 9237, 5451, 8628, 7240, 9187, 7175, 10079, 9197, 9547, 5481, 7349, 4236, 8397, 6395, 8163, 7042, 7666, 5146, 6203, 3059, 7408, 7585, 7170, 6721, 8601, 7516, 9426, 5843, 6158, 8231, 9566, 6654, 9003, 6496, 8883, 5522, 5525, 6516, 10143, 6955, 6145, 7231, 4396, 9352, 8796, 6568, 7630, 8407, 8327, 9616, 7578, 6622, 9013, 5210, 9364, 8840, 10669, 4679, 9842, 9495, 7430, 6154, 6208, 8331, 10521, 9360, 8294, 8461, 8686, 6889, 7226, 8613, 7397, 8806, 8998, 9204, 5215, 9312, 7209]	[]
8103	28	[7428, 7235, 4544, 9494, 9198, 10104, 5158, 6842, 10141, 7453, 9365, 8792, 6909, 9363, 8328, 8833, 5163, 10399, 6357, 6725, 3746, 8445, 7717, 5521, 10590, 8329, 8882, 4661, 5635, 6573, 9615, 3866, 9502, 3952, 8164, 9435, 3756, 10523, 8161, 8632, 9054, 9415, 5003, 6355, 8634, 6396, 5526, 8398, 7244, 8844, 10037, 3904, 7398, 8154, 8460, 7239, 7595, 10361, 10030, 7253, 9705, 9014, 3142, 4304, 5775, 6605, 7813, 3060, 5212, 7857, 9309, 6204, 5217, 2572, 5743, 8926, 7178, 9004, 6764, 4417, 7914, 9351, 6148, 8292, 6079]	[]
8104	1	[]	[10356, 9898, 8258, 9636, 9703, 8000, 8269, 8289, 9093, 10401, 5569, 8237, 8323, 9848, 10462, 9590, 8272, 8561]
8105	40	[9386, 4597, 8014, 7261, 7282, 7655, 7131, 9390, 7771, 6674, 5578, 7067, 5886, 8319, 8027, 9392, 8706, 8144, 8225, 9674, 7880, 8318, 7483, 7103, 6730, 4360, 8851, 8896, 6754, 7259, 8489, 5935, 8556, 7317, 7816, 7963, 7256, 6186, 5765, 3739, 5764, 6715, 7143, 5938, 7010, 4348, 9711, 7688, 8925, 9716, 8697, 9024, 8227, 8019]	[]
8106	28	[6448, 5952, 5017, 6190, 8841, 9005, 7749, 2195, 5703, 7125, 3032, 5284, 7805, 4414, 8186, 4545, 1732, 3787, 7394, 4667]	[]
8108	40	[9349, 2332, 6074, 8961, 6732, 9868, 8560, 7489, 2336, 8714]	[]
8107	28	[6033, 7671, 6882, 10368, 7817, 3836, 4432, 3492, 4675, 8129, 5387, 6830, 6233, 6232, 5447, 7213, 10583, 6832, 10574, 8755, 6071, 6281, 3015, 6668, 10020, 4434, 6691, 6026, 8705, 6578, 4681, 7731, 10283, 5793, 10073, 6713, 4503, 7887, 4991, 7844, 3479, 7559, 8024, 3646, 10006, 6369, 3911, 5397, 5815, 10131, 9124, 9191, 4107, 10600, 8995, 9391, 6692, 10353, 4676, 4869, 1966, 4807, 10665, 7302, 9930, 10126, 10584, 8290, 7678, 5795]	[]
8110	28	[9561, 10011, 7582, 8845, 7699, 10170, 9825, 9501, 9593, 9293, 9001, 9826, 9807, 6829, 6955, 8610, 9462, 10345, 9330, 8119, 8617, 6880, 6815, 9489, 9020, 7300, 10013, 6312, 4940, 6928, 5156, 6948, 9224, 5641, 7603, 10034, 9547, 7477, 9440, 7206, 6890, 5263, 7632, 8231, 8086, 7577, 8362, 1742, 10477, 9406, 6709, 9204, 9616, 9195, 7727, 10415, 8444, 8953, 8737, 7042, 9669, 9628, 7579, 5522, 9460]	[]
8111	1	[7908, 6210, 7975, 8893, 7087, 6594, 6649, 5509, 7883, 8234, 10269, 4495, 5650, 5227, 8919, 8453, 9409, 8771, 8486, 10444, 4688, 5566, 7049, 8310, 7902, 8509, 7427, 8468, 7956, 5508, 6541, 6437, 4729, 6575, 3856, 9498, 7676, 8018, 6751, 9827, 8113, 5802, 8355, 5312, 8987, 5548, 5625, 9881, 7611, 7080, 8322, 10282, 8219, 9473, 7051, 7022, 10357, 3855, 3859, 8723, 9196, 7840, 8412, 5998, 7954, 6999, 9069]	[]
8109	28	[5521, 7623, 8329, 8844, 7572, 9019, 9615, 9365, 9031, 9829, 3506, 9598, 7857, 6204, 8582, 5784, 9435, 10193, 9500, 8633]	[]
8112	28	[8741, 9310, 8392, 5718, 10147, 7474, 9048, 7272, 3798]	[]
8113	1	[6694, 8125, 7984, 6210, 7380, 9592, 8893, 7975, 7370, 6594, 3324, 6649, 5509, 7883, 8234, 4495, 5940, 8527, 6440, 7023, 5227, 9894, 8919, 9509, 8453, 9409, 4768, 5117, 8486, 4688, 7712, 7049, 7286, 6038, 7902, 9563, 8547, 8509, 7427, 8468, 5508, 6541, 7414, 9827, 6575, 3856, 7676, 5802, 6751, 5312, 8987, 5548, 9881, 10531, 7080, 8322, 10282, 8219, 6647, 8483, 7051, 7022, 10357, 10309, 4286, 6422, 8723, 8484, 5330, 7840, 6377, 5998, 9308, 7954, 7873]	[]
8114	16	[6092, 7761, 10157, 9539, 10111, 8992, 9724, 10202, 8130, 7404, 10022, 8758, 8025, 7876, 9327, 8993, 7912, 9964, 8766, 9991, 9250, 8921, 9063, 9329, 9421, 9068, 6236, 9996, 6066, 7941, 6061, 8862, 7285, 7649, 9416, 9270, 6090, 10149, 7077, 8422, 7680, 7943, 8738, 7440, 7445, 10156, 8530, 6067]	[]
8115	1	[8021, 4880, 2642, 1471, 10621, 6882, 3500, 458, 3693, 1876, 5768, 8614, 4495, 979, 3250, 8410, 4789, 5043, 2443, 8606, 5367, 872, 4782, 1699, 7149, 1793, 9099, 10227, 5507, 9163, 6342, 5978, 980, 5987, 3340, 8790, 6667, 1229, 4991, 1769, 5392, 3776, 5505, 1470, 7563, 10309, 3767, 3509, 4840, 5788, 2100]	[]
8120	47	[6265, 5809, 5666, 7699, 7169, 9885, 6883, 8520, 7249, 5662, 7995, 4619, 5241, 6870, 5391, 8794, 6414, 4529, 9305, 7779, 5688, 7181, 7510, 8136, 3851, 7223, 4823, 8074, 8283, 7957, 4195, 5546, 7339, 4203, 8363, 6244, 9045, 9790, 9440, 6346, 9154, 9095, 4238, 7462, 6959, 6546, 6633, 7349, 9953, 8479, 4178, 8060, 7581, 9408, 4526, 4307, 7472, 6115, 9153, 6163, 6894, 5689]	[]
8119	28	[9251, 9901, 6143, 9009, 9001, 7502, 8208, 9307, 8421, 9237, 8603, 6900, 9029, 10079, 9547, 5691, 5100, 6395, 7383, 9483, 9551, 6888, 8006, 9458, 5358, 9925, 5912, 7585, 9805, 6158, 10188, 8362, 5076, 7586, 8928, 7437, 9861, 8602, 7617, 9676, 8591, 10143, 5497, 6566, 10013, 10125, 9352, 8796, 4543, 7206, 4939, 9616, 6385, 4235, 8840, 7252, 10434, 9561, 9268, 10440, 6708, 8492, 8612, 9704, 8617, 5985, 8583, 9360, 8160, 6889, 7455, 7397, 7629, 887, 4533, 8836, 8067, 7563, 6563, 3853, 7637, 7579]	[]
8121	67	[9156, 8076, 6924, 7696, 9888, 9978, 7996, 7598, 7643, 8906, 6635, 6910, 7163, 6591, 5264, 4308, 7342, 7594, 6245, 5394, 7221, 6658, 4492, 9046, 4032, 9288, 7512, 9155, 9952, 4512, 5687, 6348, 8519, 3803, 9449, 8589, 7341, 5079, 4295, 9981, 5223, 6544, 7914, 4523, 7461, 6547, 10116, 7471, 5848, 9304, 8480, 8364, 6266, 7179, 6415, 6117, 8798, 3684, 10148, 6688]	[]
8116	28	[]	[10477, 6513, 6757, 8345, 8084, 10476, 10665]
8118	28	[8004, 6923, 7157, 6108, 8672, 5648, 7853, 6962, 8169, 10113, 8406, 9021, 8590, 7493, 4444, 5914, 166, 7454, 5840, 8132, 7466, 5593, 10029, 8389, 8841, 5254, 5491, 9266, 8671, 8878, 1044, 6217, 9199, 7749, 5094, 8194, 7517, 3950, 5464, 10123, 6565, 8309, 5703, 7434, 887, 10144, 6580, 6174, 4265, 7918, 6212, 8207, 5951, 8966, 6623, 4668, 5445, 8817, 9000, 6874, 8241, 8899, 6041, 7072, 5459, 6867, 7245, 5032, 5188, 7663, 6726, 8678, 6866]	[]
8122	38	[8720, 9345, 9579, 9556, 9194, 8719, 9525, 9597, 5272, 8715, 9702, 6806, 9546, 9510, 8451, 6807, 8274, 6812, 10093, 6791, 9354, 8505, 2949, 6879, 10360, 10436, 6786, 6796, 9262, 9981, 10017, 8714, 8237, 8927, 10181, 10180, 6808, 9642, 9578, 9504, 10032, 9558, 6810, 8341, 10372, 9341, 8713, 10397, 10358]	[]
8117	28	[4544, 7851, 10115, 10454, 9494, 7098, 7600, 8361, 9007, 10141, 7453, 9365, 8792, 9363, 8320, 8209, 8592, 4553, 8833, 8390, 9369, 6357, 7619, 5444, 9412, 3769, 8445, 8644, 8637, 7717, 6209, 6386, 6573, 9615, 2169, 9598, 6571, 5102, 7500, 8164, 6256, 6024, 8161, 4466, 7409, 3298, 8632, 9860, 10127, 10116, 8842, 9057, 6034, 5181, 10081, 10037, 7398, 10472, 9559, 8154, 4532, 9917, 8065, 7239, 7253, 6919, 5103, 9705, 6157, 5397, 10053, 4341, 6413, 4654, 5844, 8657, 8005, 7423, 7215, 6907, 8888, 9331, 10101, 8877, 7981, 9309, 9484, 8926, 4039, 8491, 10014, 6905, 9004, 5362, 7914, 9351, 5359]	[]
8123	27	[3467, 1879, 1720, 3324, 3, 3399, 2253, 1662, 3206, 1786, 1409, 9137, 7023, 6322, 5089, 2327, 2355, 1904, 2805, 3402, 1762, 2531, 3381, 4944, 765, 7983, 2912, 2471, 7526, 3868, 1408, 3464, 1115, 1393, 1902, 81, 2473, 2803, 2503, 5625, 1486, 2456, 826, 2252, 6631, 1804, 2343, 2653, 329, 2215, 5505, 7022, 1162, 8, 75, 1938, 3347, 2013, 2626, 3273, 6597, 1395, 2339, 388, 3718, 2154]	[]
8124	28	[10527, 4959, 8684, 10011, 10363, 5439, 10615, 10387, 10630, 9084, 9129, 9830, 7166, 10477, 7540, 8680, 10415, 10189, 5624, 6875, 10126]	[]
8125	68	[9753, 5206, 4222, 8549, 4534, 6210, 8893, 8687, 6551, 8552, 6576, 6283, 4005, 7896, 9525, 9114, 10307, 5117, 5325, 7612, 4688, 5728, 7520, 4800, 6876, 6703, 6550, 4801, 6769, 7902, 8656, 8547, 8544, 5966, 8468, 8276, 5508, 6081, 6297, 6575, 3856, 9827, 8113, 6318, 6751, 5802, 8355, 5312, 9523, 8770, 5967, 6878, 9823, 5137, 7627, 6304, 7576, 9473, 6820, 6596, 4286, 10309, 10183, 9496, 6823, 6593, 7689, 10492, 7840, 5998, 3857, 9580, 9611, 3993]	[]
8127	28	[9885, 7995, 7574, 5551, 9237, 6901, 10079, 9547, 7324, 10410, 4365, 9095, 7577, 10064, 4178, 7581, 6395, 8050, 7042, 8517, 4315, 9153, 10146, 9667, 7249, 6843, 10560, 9305, 6886, 10642, 9805, 10231, 7339, 6269, 10173, 5847, 8627, 9953, 8616, 6584, 8597, 5522, 5809, 10170, 10516, 6586, 8520, 5413, 8526, 10143, 4206, 7819, 7223, 9352, 3822, 9287, 8388, 9154, 4116, 8729, 7462, 10102, 8588, 9475, 5097, 7665, 8907, 7142, 9268, 9074, 6941, 8734, 9495, 5391, 10223, 8617, 9360, 8283, 10196, 6948, 4404, 5572, 9440, 5472, 3006, 9204, 9980, 6899, 7583, 5186, 10023, 10263, 9460]	[]
8128	0	[8577, 10483, 10402, 10141, 9052, 9571, 3515, 4518, 10651, 10197, 7651, 10030, 7500, 5910, 9227, 6493, 8589, 6590, 3510, 9066, 7679, 9688, 10484, 6905, 10523, 7914, 8211, 7407, 3978, 10116, 10424, 10295, 8891, 10293]	[]
8126	28	[4544, 10454, 9494, 7572, 9888, 10564, 9476, 9641, 6842, 10411, 10141, 7222, 8519, 9403, 5166, 7043, 9294, 10295, 5167, 8644, 8637, 9302, 8691, 7625, 8525, 9978, 7996, 8906, 10061, 6858, 7594, 9598, 3866, 6571, 6845, 8164, 6800, 8245, 10523, 6270, 8632, 9626, 7471, 9054, 9304, 5148, 7141, 6396, 10148, 3663, 6585, 6398, 10081, 8844, 10158, 8660, 8733, 7643, 7398, 7639, 8648, 7225, 5571, 10168, 9981, 9014, 7729, 4802, 10187, 8657, 8005, 6907, 5157, 9589, 7597, 10101, 8877, 6942, 10197, 10169, 8589, 6841, 9395, 7989, 7914, 9112, 9457, 6196, 3863, 10023]	[]
8129	40	[8258, 10368, 6826, 5620, 10583, 6323, 8563, 3968, 7590, 6795, 6691, 3868, 6170, 7139, 3220, 9818, 8107, 6792, 10036, 4445, 10354, 5485, 6714, 9919, 8755, 6141, 7730, 4267, 4594, 6308, 3344, 3249, 7476, 5897, 6149, 2989, 4809, 4218, 10639, 5761, 6234, 4096, 5600, 9528, 7771, 5727, 7439, 5447, 6802, 10548, 6040, 4681, 6225, 3969, 3374, 4174, 6663, 6182, 6692, 4008, 5273, 4890, 7770, 6150, 6538, 515, 7648, 3221, 4644, 5296, 5499, 9344, 10283, 6013, 6235, 9269, 3911, 9347, 6581, 5820, 10006, 5534]	[]
8130	16	[7761, 7877, 7878, 9539, 8887, 7446, 8992, 8052, 8439, 6993, 9962, 9238, 9724, 10167, 8901, 7404, 8043, 7056, 8426, 10636, 8025, 7876, 9327, 9612, 8993, 9963, 9350, 7943, 7899, 9964, 7133, 8224, 9991, 9110, 9250, 8409, 8738, 9144, 9859, 9063, 9329, 9421, 7944, 8462, 9996, 7941, 9145, 8359, 8862, 7649, 10092, 7890, 10149, 7875, 7077, 6065, 7680, 7565, 9138, 7960, 8530, 7445, 10156, 6533]	[]
8131	1	[7914, 8420, 8157, 10562, 6493, 9571, 7086, 4518, 3510, 9066, 8644, 4139, 9306, 4138]	[]
8132	28	[6504, 7454, 5840, 10082, 6319, 7267, 6358, 4575, 7402, 3733, 5491, 8321, 2087, 6217, 3277, 6871, 6174, 6072, 7918, 9246, 6877, 5449, 3496, 6874, 8899, 412, 5188, 5624, 3176, 5911, 4903, 6374, 9056, 7517, 5400, 5703, 5333, 6623, 5445, 6019, 5777, 6370, 5230, 2604, 8528, 5914, 5762, 4893, 6908, 7698, 8841, 8671, 7749, 1213, 6432, 9585, 7210, 8162, 7663, 5642, 7674, 7157, 6108, 5648, 8672, 10087, 10113, 5995, 9021, 7827, 6429, 7410, 7466, 7036, 5125, 5254, 8194, 8028, 6580, 8243, 5710, 5459, 2347, 7031]	[]
8133	28	[3043, 5159, 7020, 7258, 7402, 6217, 6565, 2841, 3831, 5294, 8188, 8207, 9246, 10095, 6874, 8899, 8950, 6624, 8045, 9286, 4898, 5822, 5911, 10130, 3829, 8091, 8878, 7803, 8167, 3840, 5858, 8309, 5703, 3883, 7125, 6756, 5564, 8842, 5490, 6019, 10189, 4605, 8587, 9241, 4566, 3686, 5922, 9106, 9267, 10158, 6444, 993, 8841, 8648, 4792, 8646, 7072, 8677, 9181, 6963, 7358, 6243, 7157, 6035, 6962, 7114, 7036, 5128, 6324, 6341, 1, 6580, 9402, 4891, 7194, 7388, 5459, 8070, 4190]	[]
8134	46	[8746, 9204, 6948, 8845, 4967, 5402, 9258, 9527, 9085, 6890, 8822]	[]
8135	47	[]	[]
8136	67	[6265, 5809, 5666, 7169, 9885, 6883, 9074, 7249, 5413, 8520, 4619, 6325, 5241, 5759, 6870, 5391, 8794, 6414, 4529, 9305, 7779, 5266, 6949, 5688, 7181, 7510, 8180, 5805, 3851, 9447, 10643, 8262, 7223, 4823, 8074, 7957, 9076, 9287, 5546, 4404, 7339, 4203, 8363, 6946, 9045, 6244, 6346, 9154, 8600, 9095, 8624, 4238, 7462, 8120, 6959, 6546, 6633, 5949, 8479, 9953, 7581, 9408, 7338, 4526, 6545, 7472, 6115, 9153, 6163]	[]
8137	1	[6694, 6210, 6649, 5929, 6576, 7400, 6275, 6277, 8919, 7823, 6469, 5653, 4624, 7075, 5628, 9041, 6411, 8310, 7427, 5883, 7721, 8468, 6613, 6081, 9827, 7657, 7201, 6195, 6717, 9425, 6575, 4729, 5696, 8770, 7753, 8219, 10282, 9540, 7051, 10497, 6020, 6422, 6317, 5330, 5998, 5396, 9069]	[]
8138	1	[9384, 10055, 8757, 8870, 5115, 9850, 9043, 8099, 7904, 10209, 9607, 6493, 7099, 7086, 9998, 7555, 9997, 9910, 8098, 7905, 9172]	[]
8139	1	[9384, 10055, 8757, 8870, 5115, 9850, 9043, 8099, 7904, 10209, 9607, 6493, 7099, 7086, 9998, 7555, 9997, 9910, 8098, 7905, 9172]	[]
8140	28	[7754, 10233, 4083, 4505, 5739, 3013, 1504, 8278, 600, 7084, 7845, 1758, 9432, 7180, 4470, 5627, 4004, 9157, 5429, 6961, 3658, 9876, 4379, 2111, 4469, 5580, 7069, 9873, 7935, 9670, 8448, 1265, 9671, 8669, 2234, 5250, 7378, 8668, 4265, 4266, 5015, 7211, 10230, 9073, 8817, 5066, 4572, 3539, 8752, 8695, 4846, 3224, 9321, 10063, 10228, 3716, 5997, 9874, 7127, 9286]	[]
8141	1	[7570, 8960, 8142, 8157, 10454, 10081, 9537, 8691, 9476, 8525, 10182, 8307, 10411, 7135, 10562, 9571, 6571, 8177, 7651, 9410, 9227, 6493, 6800, 9403, 6428, 9981, 9028, 7679, 9688, 9867, 7914, 9306, 8646, 9332, 7971, 10116, 8385, 5917, 10424, 10295, 8644]	[]
8142	1	[7147, 8141, 8157, 10081, 9302, 3518, 6589, 8525, 8037, 5699, 4138, 10411, 3514, 4518, 6845, 5910, 9380, 9227, 6800, 10313, 9403, 8644, 3510, 9066, 7524, 7914, 9306, 5228, 8646, 7971, 9234, 9351, 5917, 9763, 8445]	[]
8143	53	[6238, 6744, 8021, 6746, 118, 4181, 9819, 679, 560, 1097, 120, 778, 291, 128, 1190, 1080, 9017, 8193, 5925, 1234, 1081]	[]
8144	40	[8498, 8470, 8105, 9386, 7261, 6811, 6538, 7131, 7869, 6674, 7420, 7067, 8319, 9392, 7152, 8706, 8401, 8225, 5861, 7880, 8318, 6021, 6609, 5963, 7590, 8851, 5378, 7909, 8521, 8896, 8377, 6754, 7259, 5937, 10582, 4267, 8556, 7816, 7963, 7256, 6186, 5904, 9188, 5765, 6980, 7757, 6992, 7143, 6474, 5938, 5751, 8925, 9716, 8697, 6490, 6000, 6329, 8019, 9646]	[]
8145	28	[6399, 9596, 7492, 8795, 8881, 7574, 4578, 9374, 5435, 3858, 9307, 6949, 8280, 9237, 5451, 4303, 8856, 9187, 7810, 10079, 6946, 7324, 7631, 5481, 10410, 9095, 8692, 9916, 4826, 4382, 6395, 6891, 4577, 8163, 7666, 7536, 6843, 7585, 6241, 5070, 8611, 8601, 4137, 9426, 5843, 8231, 8627, 6709, 8904, 8597, 7969, 5269, 7298, 6325, 8526, 4216, 5520, 7675, 6427, 6566, 8196, 6568, 5641, 7821, 8619, 8588, 9475, 8840, 10669, 9561, 7264, 6945, 9538, 5759, 8612, 3955, 7765, 9360, 5805, 5643, 9404, 8613, 4760, 7602, 8806, 9204, 5186, 6899, 8371, 7209, 6356]	[]
8146	1	[7914, 8870, 8842, 6493, 9304, 9403, 8648, 7086, 8657, 8660, 3537, 9155, 7620, 8646, 9439]	[]
8147	1	[10669, 8021, 8345, 7492, 9310, 8392, 9667, 7574, 8520, 9302, 8528, 8526, 7023, 9495, 5391, 8492, 8612, 8475, 8208, 10375, 5985, 7273, 7203, 9134, 9360, 10387, 9352, 10563, 5716, 9678, 10147, 9197, 7449, 9547, 9402, 9440, 8322, 10094, 10410, 9614, 4116, 9246, 5317, 9006, 7349, 3549, 7371, 7563, 8616, 8899, 4746, 8986, 9909, 8588, 8312, 6987, 10461, 5522]	[]
8148	28	[6086, 10011, 9355, 10115, 9236, 7518, 7600, 9476, 8361, 6842, 10141, 3506, 7300, 9902, 8792, 8320, 8592, 6461, 8833, 10332, 6357, 7619, 8633, 8641, 3769, 8637, 9825, 10594, 6386, 9799, 6573, 9031, 6588, 5439, 6845, 5797, 9084, 8164, 8652, 7571, 6256, 9373, 9500, 8161, 9582, 5796, 8842, 7266, 8029, 9057, 9983, 6396, 8634, 10364, 8744, 9040, 4261, 8879, 7398, 9559, 8154, 8065, 7253, 10479, 9705, 10250, 8667, 10427, 9061, 5844, 8657, 8005, 7423, 8342, 5633, 9180, 5360, 10489, 5366, 7633, 10302, 7158, 7477, 8522, 4836, 10533, 9351, 9839]	[]
8149	28	[]	[8004, 9557, 10447, 8672, 6962, 10113, 9021, 8590, 5914, 8132, 7454, 7160, 7466, 3560, 6374, 8841, 5491, 8321, 4574, 8671, 4158, 6217, 7749, 7803, 9056, 9129, 6580, 7977, 6174, 7918, 7166, 4907, 6623, 10332, 5445, 7540, 9000, 9181, 5624, 7663, 4340, 5230, 8678]
8151	1	[9904, 7099, 10052, 7793, 4910, 9850, 7193]	[]
8150	28	[8748, 9251, 10527, 7298, 10434, 8345, 10011, 9561, 7216, 9861, 8614, 9009, 6320, 10174, 8006, 7458, 9826, 9458, 9055, 9807, 7669, 3858, 9330, 9704, 8617, 10574, 10601, 10584, 5152, 7605, 9064, 8160, 10227, 8196, 6889, 7634, 9352, 9368, 8796, 6568, 8613, 8601, 7629, 9029, 6946, 9547, 6895, 5170, 6897, 6158, 10188, 8231, 9062, 9841, 8362, 5382, 10477, 9406, 6622, 10367, 7945, 6385, 6395, 8629, 9119, 9550, 8928, 10665, 9551, 8737, 6496, 8840, 9356, 10126, 3853]	[]
